"Date","Site","TP.ugL","SRP.ugL","DP.ugL","PP.ugL","DOP.ugL","TN.mgL","NOx.mgL","NH4.mgL","DIN.mgL","SolN.mgL","Urea.mgL","DON.mgL","TON.mgL","TKN.mgL","TOC.mgL","SolOC.mgL","Cond","DO.per","Colour_PCU","Turb.NTU","Secchi_cm","Temp.C","pH","Phyco.ugL","TChl.ugL","TN_TP","DIN_SRP"
2016-05-29,"Lake_Outlet",60,1.5,28,32,26.5,0.773,0.01,0.04,0.05,NA,NA,NA,0.72,0.76,NA,NA,171,72.4,NA,NA,NA,23.12,NA,0.016,2.342,28.4896014359794,73.7117760309947
2016-06-05,"Lake_Outlet",79,5,20,59,15,0.793,0.01,0.02,0.03,NA,NA,NA,0.76,0.78,NA,NA,194,76.4,NA,NA,NA,22.03,NA,0.028,2.878,22.1975082503464,13.268119685579
2016-06-12,"Lake_Outlet",104,13,28,76,15,0.963,0.01,0.02,0.03,NA,NA,NA,0.93,0.95,NA,NA,192,84.8,NA,NA,NA,15.3,NA,0.046,2.884,20.4762808609177,5.10312295599194
2016-06-19,"Lake_Outlet",100,6,18,82,12,1.003,0.01,0.02,0.03,NA,NA,NA,0.97,0.99,NA,NA,197,70.1,NA,NA,NA,23.7,NA,0.019,2.062,22.1798734077263,11.0567664046492
2016-06-26,"Lake_Outlet",138,1.5,10,128,8.5,1.393,0.01,0.06,0.07,NA,NA,NA,1.32,1.38,NA,NA,206,96,NA,NA,NA,22.65,NA,0.057,4.104,22.3218486980816,103.196486443393
2016-07-03,"Lake_Outlet",253,21,27,226,6,2.473,0.01,0.35,0.36,NA,NA,NA,2.11,2.46,NA,NA,208,106.2,NA,NA,NA,21.42,NA,0.201,3.988,21.615322781579,37.9089133873687
2016-07-10,"Lake_Outlet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,217,80.1,NA,NA,NA,21.46,NA,0.059,6.945,NA,NA
2016-07-17,"Lake_Outlet",169,1.5,5,164,3.5,1.813,0.01,0.07,0.08,NA,NA,NA,1.73,1.8,NA,NA,213,87,NA,NA,NA,23.94,NA,0.109,11.31,23.7229792800343,117.938841649592
2016-07-24,"Lake_Outlet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,204,94.7,NA,NA,NA,22.81,NA,0.432,12.357,NA,NA
2016-07-31,"Lake_Outlet",329,3,122,207,119,6.063,0.01,0.09,0.1,NA,NA,NA,5.96,6.05,NA,NA,208,NA,NA,NA,NA,NA,NA,0.674,45.22,40.7520818914213,73.7117760309947
2016-08-07,"Lake_Outlet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,211,100.6,NA,NA,NA,25.06,NA,0.539,25.29,NA,NA
2016-08-14,"Lake_Outlet",477,72,76,401,4,4.496,0.129,0.53,0.659,NA,NA,NA,3.81,4.34,NA,NA,193,85.4,NA,NA,NA,24,NA,0.301,28.7,20.8432795619718,20.2400251685106
2016-08-21,"Lake_Outlet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106,94.2,NA,NA,NA,22.55,NA,0.12,15.767,NA,NA
2016-08-28,"Lake_Outlet",278,6,20,258,14,2.483,0.01,0.06,0.07,NA,NA,NA,2.41,2.47,NA,NA,183,79.3,NA,NA,NA,23.47,NA,0.126,16.247,19.7510438724777,25.7991216108481
2016-09-04,"Lake_Outlet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189,112,NA,NA,NA,21.31,NA,0.133,11.95,NA,NA
2016-09-11,"Lake_Outlet",318,7,24,294,17,2.013,0.01,0.03,0.04,NA,NA,NA,1.97,2,NA,NA,194,77.7,NA,NA,NA,21.65,NA,0.111,13.57,13.998283504754,12.6363044624562
2016-09-18,"Lake_Outlet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,206,87.4,NA,NA,NA,19.07,NA,0.053,9.189,NA,NA
2016-09-25,"Lake_Outlet",154,10,17,137,7,1.263,0.01,0.03,0.04,NA,NA,NA,1.22,1.25,NA,NA,196,96.5,NA,NA,NA,15.07,NA,0.043,5.221,18.1359687910025,8.84541312371936
2016-10-02,"Lake_Outlet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,208,146,NA,NA,NA,14.74,NA,0.035,5.716,NA,NA
2016-10-09,"Lake_Outlet",99,4,12,87,8,1.123,0.01,0.047,0.057,NA,NA,NA,1.063,1.11,NA,NA,208,97.8,NA,NA,NA,14.49,NA,0.036,5.771,25.0843407523658,31.5117842532502
2016-10-16,"Lake_Outlet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,251,115,NA,NA,NA,10.35,NA,0.025,4.314,NA,NA
2016-10-23,"Lake_Outlet",119,61,78,41,17,1.293,0.23,0.036,0.266,NA,NA,NA,1.024,1.06,NA,NA,118,93.8,NA,NA,NA,9,NA,0.018,5.316,24.0275612793469,9.64295037257931
2016-10-31,"Lake_Outlet",91,25,39,52,14,1.146,0.343,0.034,0.377,NA,NA,NA,0.766,0.8,NA,NA,102,115.2,NA,NA,NA,5.25,NA,0.017,5.8,27.8484709884132,33.347207476422
2017-02-13,"Lake_Outlet",32,26,28,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-02-27,"Lake_Outlet",63,27,27,36,27,0.988,0.515,0.048,0.563,NA,NA,NA,0.422,0.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.6796355802966,46.1108110060556
2017-03-13,"Lake_Outlet",41,18,28,13,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-03-28,"Lake_Outlet",53,26,38,15,12,0.798,0.305,0.07,0.375,NA,NA,NA,0.42,0.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.2954701543776,31.8945184749496
2017-04-03,"Lake_Outlet",52,22,32,20,10,0.882,0.309,0.091,0.4,NA,NA,NA,0.479,0.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.5079537265408,40.2064232896335
2017-04-10,"Lake_Outlet",64,16,29,35,13,0.701,0.238,0.053,0.291,NA,NA,NA,0.407,0.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.2212289051847,40.2189877969115
2017-04-18,"Lake_Outlet",54,7,18,36,11,0.742,0.149,0.052,0.201,NA,NA,NA,0.538,0.59,NA,NA,85,152,NA,NA,NA,4.98,6.93,0.008,5.741,30.3856321194434,63.4974299238426
2017-04-24,"Lake_Outlet",54,1.5,12,42,10.5,0.745,0.072,0.022,0.094,NA,NA,NA,0.648,0.67,NA,NA,77,83.4,NA,NA,NA,10.19,7.59,0.014,9.669,30.508485079495,138.57813893827
2017-05-01,"Lake_Outlet",51,1.5,14,37,12.5,0.623,0.01,0.01,0.02,NA,NA,NA,0.6,0.61,NA,NA,91,60.9,NA,NA,NA,12.41,NA,0.014,6.545,27.0131979219469,29.4847104123979
2017-05-08,"Lake_Outlet",60,3,14,46,11,0.763,0.01,0.025,0.035,NA,NA,NA,0.725,0.75,NA,NA,95,63.2,NA,NA,NA,11.46,7.38,0.014,6.147,28.1210425558245,25.7991216108481
2017-05-15,"Lake_Outlet",56,1.5,5,51,3.5,0.663,NA,0.029,NA,NA,NA,NA,0.621,0.65,NA,NA,79,84.2,NA,NA,43,13.36,7.6,0.013,4.799,26.1808433081515,NA
2017-05-23,"Lake_Outlet",57,1.5,5,52,3.5,0.703,0.013,0.021,0.034,NA,NA,NA,0.669,0.69,NA,NA,92,144.5,NA,NA,30,18.56,7.72,0.018,3.566,27.273357131468,50.1240077010764
2017-05-29,"Lake_Outlet",61,1.5,14,47,12.5,0.953,0.013,0.025,0.038,NA,NA,NA,0.915,0.94,NA,NA,92,68.9,NA,NA,37,16.71,7.37,0.022,5.587,34.5478635528875,56.020949783556
2017-06-05,"Lake_Outlet",75,1.5,5,70,3.5,0.773,NA,0.026,NA,NA,NA,NA,0.734,0.76,NA,NA,82,74.5,NA,NA,NA,16.55,7.37,0.017,3.815,22.7916811487836,NA
2017-06-12,"Lake_Outlet",74,1.5,5,69,3.5,0.873,0.013,0.01,0.023,NA,NA,NA,0.85,0.86,NA,NA,80,62.7,NA,NA,39,24.52,8.02,0.02,3.623,26.0879920844831,33.9074169742576
2017-06-20,"Lake_Outlet",68,1.5,11,57,9.5,0.733,NA,0.01,NA,NA,NA,NA,0.71,0.72,NA,NA,148,59.3,NA,NA,NA,23.81,NA,0.031,3.134,23.8370875723761,NA
2017-06-26,"Lake_Outlet",120,1.5,12,108,10.5,1.563,0.013,0.044,0.057,NA,NA,NA,1.506,1.55,NA,NA,154,89.4,NA,NA,38,23,8.05,0.109,3.599,28.8028764841112,84.0314246753339
2017-07-03,"Lake_Outlet",68,1.5,11,57,9.5,0.993,0.013,0.01,0.023,NA,NA,NA,0.97,0.98,NA,NA,189,70.8,NA,5,60,22.2,7.77,0.038,3.409,32.2922618818137,33.9074169742576
2017-07-10,"Lake_Outlet",79,3,35,44,32,0.973,0.013,0.01,0.023,NA,NA,NA,0.95,0.96,NA,NA,184,74,NA,1,46,22.71,7.78,0.036,3.289,27.2360347132245,16.9537084871288
2017-07-17,"Lake_Outlet",115,8,23,92,15,1.093,0.013,0.01,0.023,NA,NA,NA,1.07,1.08,NA,NA,191,78.9,NA,9,52,24.06,7.16,0.029,3.426,21.0174707483158,6.35764068267329
2017-07-24,"Lake_Outlet",116,4,17,99,13,1.143,0.013,0.01,0.023,NA,NA,NA,1.12,1.13,NA,NA,197,70.2,NA,10,48,23.84,7.71,0.042,4.694,21.7894551733001,12.7152813653466
2017-07-31,"Lake_Outlet",124,3,16,108,13,1.293,0.013,0.01,0.023,NA,NA,NA,1.27,1.28,NA,NA,197,102.6,NA,13,17,24.36,7.69,0.041,5.618,23.0587080019539,16.9537084871288
2017-08-07,"Lake_Outlet",233,4,14,219,10,3.233,0.013,0.01,0.023,NA,NA,NA,3.21,3.22,NA,NA,187,115.5,NA,1,1,21.66,8.6,0.362,10.38,30.6837131212282,12.7152813653466
2017-08-14,"Lake_Outlet",225,6,63,162,57,3.795,0.025,0.021,0.046,NA,NA,NA,3.749,3.77,NA,NA,193,124.8,NA,22,25,22.96,8.7,0.532,14.193,37.2981586716833,16.9537084871288
2017-08-21,"Lake_Outlet",159,3,22,137,19,2.853,0.013,0.022,0.035,NA,NA,NA,2.818,2.84,NA,NA,188,104.9,NA,15,36,23,9.07,0.246,12.467,39.6791881163071,25.7991216108481
2017-08-28,"Lake_Outlet",440,23,110,330,87,4.763,0.013,0.046,0.059,NA,NA,NA,4.704,4.75,NA,NA,192,62.5,NA,16,22,19.95,7.39,0.504,60.79,23.9378992660655,5.67260189455916
2017-09-05,"Lake_Outlet",249,41,88.9,160.1,47.9,2.173,0.013,0.221,0.234,NA,NA,NA,1.939,2.16,NA,NA,190,54.5,NA,12,25,17.44,7.23,0.168,20.03,19.2982758211267,12.620894335063
2017-09-11,"Lake_Outlet",193,24,92,101,68,2.003,0.013,0.038,0.051,NA,NA,NA,1.952,1.99,NA,NA,186,92.6,NA,6,46,17.81,7.82,0.121,14.84,22.9499514077848,4.69912572197591
2017-09-18,"Lake_Outlet",261,19,82,179,63,2.513,0.013,0.08,0.093,NA,NA,NA,2.42,2.5,NA,NA,200,54.6,27,3,120,21.55,7.27,0.146,25.1,21.2916888696425,10.8239923750776
2017-09-25,"Lake_Outlet",329,110,167,162,57,2.06,0.04,0.461,0.501,NA,NA,NA,1.559,2.02,NA,NA,218,42.6,44,5,100,21.81,6.92,0.026,4.723,13.846163400351,10.0717090340532
2017-10-03,"Lake_Outlet",197,101,136,61,35,1.865,0.155,0.654,0.809,NA,NA,NA,1.056,1.71,NA,NA,216,62.2,42,4,73,15.41,6.8,0.009,1.899,20.9348927357064,17.7127208343786
2017-10-09,"Lake_Outlet",162,33,85,77,52,1.651,0.261,0.177,0.438,NA,NA,NA,1.213,1.39,NA,NA,213,56.3,19,2,71,16.66,6.8,0.05,7.612,22.5366930050319,29.3506890014324
2017-10-16,"Lake_Outlet",88,9,59,29,50,1.193,0.013,0.01,0.023,NA,NA,NA,1.17,1.18,NA,NA,184,86.6,113,8,100,13.69,7.32,0.038,7.605,29.978914365333,5.65123616237626
2017-10-25,"Lake_Outlet",84,8,41,43,33,1.253,0.013,0.127,0.14,NA,NA,NA,1.113,1.24,NA,NA,200,69.4,7.5,1,100,14.45,6.52,0.014,2.572,32.9860197738701,38.6986824162722
2017-11-01,"Lake_Outlet",95,53,66,29,13,1.252,0.182,0.23,0.412,NA,NA,NA,0.84,1.07,NA,NA,116,87,7.5,1,110,9.99,6.58,0.004,1.274,29.1433085023596,17.1901424857188
2017-11-06,"Lake_Outlet",101,61,85,16,24,1.388,0.268,0.228,0.496,NA,NA,NA,0.892,1.12,NA,NA,101,90.3,67,7,NA,9.49,6.44,0.006,1.663,30.3896866725804,17.9808397924787
2017-11-14,"Lake_Outlet",103,48,93,10,45,1.338,0.293,0.186,0.479,1.32,NA,1.32,0.86,1.046,NA,NA,104,117.8,62,3,NA,2.5,6.93,0.005,1.576,28.7261232027585,22.067462949279
2017-11-21,"Lake_Outlet",92,46,77,15,31,1.237,0.303,0.171,0.474,1.22,NA,1.22,0.763,0.934,NA,NA,120,120.8,46,5,NA,0.87,7,0.007,1.904,29.7330870490241,22.7865533730597
2017-11-28,"Lake_Outlet",75,43,73,2,30,1.241,0.335,0.078,0.413,0.35,NA,0.35,0.828,0.906,NA,NA,107,114.7,7.5,2,NA,0.81,7.11,0.007,2.453,36.5905256217858,21.2392768610238
2017-12-05,"Lake_Outlet",85,35,67,18,32,1.265,0.339,0.011,0.35,1.4,NA,1.4,0.914,0.925,NA,NA,113,114.6,7.5,1,NA,2.24,6.71,0.009,2.93,32.9101400044264,22.1135328092984
2017-12-12,"Lake_Outlet",75,32,59,16,27,1.11,0.339,0.084,0.423,1.12,NA,1.12,0.777,0.861,NA,NA,114,115.2,19,4,NA,1.72,6.52,0.008,2.82,32.7280285577616,29.2313261822913
2017-12-19,"Lake_Outlet",71,32,58,13,26,1.26,0.356,0.105,0.461,1.15,NA,1.15,0.802,0.907,NA,NA,109,103.2,42,2,NA,1.81,6.8,0.009,2.048,39.2437342812901,31.8573082033955
2017-12-26,"Lake_Outlet",69,29,55,14,26,1.233,0.345,0.104,0.449,1.14,NA,1.14,0.785,0.889,NA,NA,120,105.5,52,6,NA,1.76,6.88,0.007,1.564,39.515921672268,34.2378490737068
2018-01-02,"Lake_Outlet",66,51,55,11,4,1.25,0.367,0.138,0.505,0.13,NA,0.13,0.744,0.882,NA,NA,96,91.8,7.5,1,NA,1.87,7.3,0.009,2.117,41.8816909267015,21.8967334680308
2018-01-09,"Lake_Outlet",61,30,53,8,23,1.246,0.338,0.181,0.519,0.12,NA,0.12,0.726,0.907,NA,NA,128,81.4,39,3,NA,2.08,6.88,0.005,1.439,45.1696096399767,38.2564117600862
2018-01-15,"Lake_Outlet",100,30,70,30,40,1.081,0.367,0.095,0.462,0.1,NA,0.1,0.619,0.714,NA,NA,50,NA,59,7,NA,0.79,7.03,0.006,1.445,23.9047289668516,34.0548405263195
2018-01-24,"Lake_Outlet",79,24,46,33,22,0.994,0.364,0.086,0.45,0.09,NA,0.09,0.544,0.63,NA,NA,85,95.5,7.5,1,NA,1.02,6.6,0.004,1.624,27.8238628005603,41.4628740174345
2018-01-30,"Lake_Outlet",67,33,55,12,22,1.071,0.393,0.099,0.492,0.1,NA,0.1,0.579,0.678,NA,NA,84,107.3,51,6,NA,1.28,6.94,0.004,1.343,35.3486472220278,32.9692670974994
2018-02-06,"Lake_Outlet",64,26,42,22,16,0.964,0.39,0.109,0.499,0.1,NA,0.1,0.465,0.574,NA,NA,101,99.6,25,4,NA,1.54,7.4,0.004,1.405,33.3085087940057,42.4409725839996
2018-02-13,"Lake_Outlet",62,26,46,16,20,1.04,0.386,0.114,0.5,0.1,NA,0.1,0.541,0.655,NA,NA,110,96.6,7.5,1,NA,1.68,7.21,0.004,1.363,37.093667938178,42.5260246332662
2018-02-20,"Lake_Outlet",62,25,45,17,20,1.519,0.409,0.122,0.531,0.1,NA,0.1,0.988,1.11,NA,NA,125,92.8,7.5,1,NA,1.79,7.35,0.003,1.203,54.1781553827811,46.9691436869498
2018-02-27,"Lake_Outlet",66,25,42,24,17,0.872,0.313,0.067,0.38,0.08,NA,0.08,0.492,0.559,NA,NA,108,113.2,7.5,1,NA,1.01,7.5,0.004,1.233,29.216667590467,33.6125698701336
2018-03-06,"Lake_Outlet",56,21,35,21,14,0.948,0.32,0.047,0.367,0.08,NA,0.08,0.581,0.628,NA,NA,95,108.5,7.5,1,NA,1.53,7.11,0.004,2.08,37.4350519700266,38.6460311476786
2018-03-20,"Lake_Outlet",48,20,36,12,16,0.821,0.375,0.06,0.435,0.08,NA,0.08,0.386,0.446,NA,NA,78,101.6,7.5,1,NA,1.31,7.23,0.003,1.153,37.8233550759041,48.096933860224
2018-03-27,"Lake_Outlet",42,20,35,7,15,0.777,0.362,0.059,0.421,0.08,NA,0.08,0.355,0.414,NA,NA,100,95,7.5,1,NA,1.43,7.36,0.003,1.034,40.910035697202,46.5489865635731
2018-04-03,"Lake_Outlet",74,32,51,23,19,0.843,0.281,0.049,0.33,0.08,NA,0.08,0.513,0.562,NA,NA,86,117.1,80,8,NA,1.54,7.28,0.003,1.346,25.1914975111332,22.804580709589
2018-04-10,"Lake_Outlet",46,10,23,23,13,0.763,0.306,0.014,0.32,0.07,NA,0.07,0.443,0.457,NA,NA,75,106.8,68,7,NA,1.81,7.7,0.004,2.062,36.6796207249884,70.7633049897549
2018-04-17,"Lake_Outlet",39,5,17,22,12,0.574,0.17,0.008,0.178,0.05,NA,0.05,0.395,0.403,NA,NA,58,96.2,7.5,1,NA,3,7.33,0.007,3.677,32.546584185993,78.7241768011023
2018-04-24,"Lake_Outlet",27,6,11,16,5,0.573,0.167,0.005,0.172,0.05,NA,0.05,0.401,0.406,NA,NA,49,88.8,36,2,NA,4.07,7.24,0.004,2.306,46.9298307397333,63.3921273866554
2018-05-01,"Lake_Outlet",43,6,14,29,8,0.643,0.126,0.008,0.134,0.06,NA,0.06,0.509,0.517,NA,NA,81,112.1,46,6,61,5.37,7.34,0.007,3.381,33.0674455729741,49.3868899407665
2018-05-08,"Lake_Outlet",55,6,16,39,10,0.683,0.001,0.007,0.008,0.05,NA,0.05,0.693,0.7,NA,NA,74,85.1,50,6,45,13.76,7.47,0.013,7.283,27.4609871068197,2.94847104123979
2018-05-15,"Lake_Outlet",55,4,17,38,13,0.667,0.004,0.006,0.01,0.05,NA,0.05,0.657,0.663,NA,NA,96,74.6,7.5,2,66,16.19,7.05,0.01,3.503,26.8176843341855,5.5283832023246
2018-05-22,"Lake_Outlet",59,4,13,46,9,0.72,0.002,0.005,0.007,0.04,NA,0.04,0.713,0.718,NA,NA,83,74.5,33,1,35,16.64,7.39,0.013,4.824,26.9860061401608,3.86986824162722
2018-05-29,"Lake_Outlet",113,3,12,101,9,2.128,0.05,0.006,0.056,0.05,NA,0.05,2.072,2.078,NA,NA,88,78.8,187,21,23,19.11,6.7,0.375,7.434,41.6438918745018,41.278594577357
2018-06-05,"Lake_Outlet",131,5,14,117,9,4.247,0.017,0.009,0.026,0.05,NA,0.05,4.221,4.23,NA,NA,65,77.4,153,17,29,16.89,7.33,0.271,8.173,71.6917357565575,11.4990370608352
2018-06-12,"Lake_Outlet",151,7,23,128,16,1.357,0.034,0.236,0.27,0.12,NA,0.12,1.086,1.322,NA,NA,80,78.1,22,1,NA,20.17,7.85,0.184,4.498,19.872890080939,85.2950551215796
2018-06-19,"Lake_Outlet",124,18,47,77,29,1.572,0.056,0.128,0.184,0.09,NA,0.09,1.388,1.516,NA,NA,85,63.6,7.5,2,44,21.79,6.85,0.05,4.174,28.034252884046,22.604944649505
2018-06-26,"Lake_Outlet",132,11,46,86,35,1.434,0.071,0.077,0.148,0.09,NA,0.09,1.287,1.364,NA,NA,81,70.9,7.5,1,61,21.81,7.06,0.056,5.862,24.023337915556,29.7527532343288
2018-07-03,"Lake_Outlet",119,6,27,92,21,1.215,0.003,0.01,0.013,0.07,NA,0.07,1.201,1.211,NA,NA,157,60.4,7.5,1,56,26.46,7.08,0.043,9.336,22.5781028263005,4.79126544201466
2018-07-10,"Lake_Outlet",129,11,30,99,19,1.185,0.005,0.01,0.015,0.06,NA,0.06,1.17,1.18,NA,NA,166,51.8,7.5,1,42,25.13,6.78,0.034,7.642,20.3135940922625,3.01548174672251
2018-07-17,"Lake_Outlet",157,21,21,136,21,1.478,0.005,0.058,0.063,0.06,NA,0.06,1.414,1.472,NA,NA,160,77.1,7.5,1,34,24.43,6.65,0.08,6.412,20.817707956779,6.63405984278952
2018-07-24,"Lake_Outlet",189,20,20,169,20,1.635,0.016,0.01,0.026,0.06,NA,0.06,1.609,1.619,NA,NA,162,65.7,89,11,23,23.68,7.53,0.099,10.92,19.1299609223296,2.87475926520879
2018-07-31,"Lake_Outlet",241,5.8,29,212,23.2,3.41944631112,0.0402378085,0.007,0.0472378085,0.06,NA,0.06,3.37220850262,3.37920850262,NA,NA,162,73.1,60,5,14,24.69,7.47,0.419,12.98,31.3759494566749,18.0102556569673
2018-08-07,"Lake_Outlet",178,6.6,35,143,28.4,2.46148767624,0.01,0.004,0.014,0.1,NA,0.1,2.496,2.5,NA,NA,162,68.2,7.5,1,23,26.69,7.47,0.21,7.512,30.5798811731556,4.69074938379057
2018-08-14,"Lake_Outlet",504,66,96,408,30,5.97,0.01,0.009,0.019,1.37,NA,1.37,NA,NA,NA,NA,150,45.3,124,17,16,25.47,8.36,0.596,11.18,26.1940061252999,0.636601702085863
2018-08-21,"Lake_Outlet",327,NA,146,181,NA,2.92,NA,NA,NA,1.26,NA,NA,NA,NA,NA,NA,143,41.5,7.5,5,29,22.57,6.78,0.15,4.709,19.7466409183949,NA
2018-08-28,"Lake_Outlet",1618,92,143,1475,51,17.2160570616,0.01,NA,NA,0.21,NA,NA,NA,NA,NA,NA,150,49.2,39,14,39,23.65,6.65,0.668,31.24,23.52953292203,NA
2018-09-11,"Lake_Outlet",199,NA,199,199,NA,2.0061261378,0.1196933325,0.235,0.3546933325,0.14,NA,0.14,1.6514328053,1.8864328053,NA,NA,170,46.9,7.5,1,37,18.27,7.48,0.063,10.92,22.2927317426288,NA
2018-09-18,"Lake_Outlet",189,44,75,114,31,1.9542905487,0.0751862945,0.31,0.3851862945,0.14,NA,0.14,1.5691042542,1.8791042542,NA,NA,177,38.5,7.5,1,76,21.56,6.75,0.029,6.792,22.8657503532165,19.3587040025405
2018-09-25,"Lake_Outlet",151,41,82,69,41,1.7541341424,0.198073143,0.346,0.544073143,0.15,NA,0.15,1.2100609994,1.5560609994,NA,NA,86,43.6,7.5,2,91,13.73,7.4,0.026,3.935,25.688809874088,29.3448275570454
2018-10-02,"Lake_Outlet",121,37,68,53,31,1.45692,0.208,0.272,0.48,0.12,NA,0.12,0.97692,1.24892,NA,NA,106,43.8,7.5,1,120,13.76,7.45,0.011,2.208,26.6261555541513,28.6878263471979
2018-10-09,"Lake_Outlet",85,22,45,40,23,1.22322,0.201,0.153,0.354,0.005,NA,0.005,0.86922,1.02222,NA,NA,181,49.4,7.5,1,120,12.28,7.73,0.016,2.54,31.8231948270471,35.5826846113256
2018-10-16,"Lake_Outlet",98,22,48,50,26,1.46262,0.367,0.0867,0.4537,0.13,NA,0.13,1.00892,1.09562,NA,NA,88,99,7.5,1,120,9.04,6.82,0.011,3.156,33.0037707729959,45.6041356162668
2018-10-23,"Lake_Outlet",72,14,39,33,25,1.44552,0.2915,0.05155,0.34305,0.12,NA,0.12,1.10247,1.15402,NA,NA,97,96.2,7.5,1,120,5.4,6.52,0.018,3.614,44.3966027034681,54.1860530730701
2018-10-30,"Lake_Outlet",64,16,34,30,18,1.101,0.261,0.015,0.276,0.79,NA,0.79,0.825,0.84,NA,NA,101,77.7,7.5,1,120,4.27,6.5,0.036,4.5,38.0421869109962,38.1458440960398
2018-11-06,"Lake_Outlet",97,15,48,49,33,1.272,0.241,0.013,0.254,0.98,NA,0.98,1.017,1.03,NA,NA,88,98,7.5,1,120,4.35,6.39,0.034,5.445,28.9983646736367,37.4455822237453
2018-11-13,"Lake_Outlet",57,7,29,28,22,1.107,0.235,0.014,0.249,0.88,NA,0.88,0.818,0.832,NA,NA,85,90.5,7.5,1,NA,2.07,7.06,0.214,37.39,42.9468084559532,78.6609952787901
2018-11-20,"Lake_Outlet",61,NA,33,28,NA,1.198,NA,0.022,NA,0.85,0.015,NA,NA,NA,NA,NA,72,110.3,7.5,1,NA,0.95,7.36,0.048,8.197,43.4295283697369,NA
2018-11-27,"Lake_Outlet",59,20,33,26,13,1.141,NA,0.034,NA,0.84,0.015,NA,0.975,1.009,11.4,10.3,111,124,7.5,1,NA,1.24,7.46,0.042,7.128,42.7653236193381,NA
2018-12-04,"Lake_Outlet",69,25,44,25,19,1.529,0.686,0.037,0.738,0.13,0.015,0.13,0.806,0.843,NA,NA,94,160.1,7.5,1,NA,1.07,7.63,0.031,6.143,49.0023067614743,65.2791488530489
2018-12-11,"Lake_Outlet",56,17,36,20,19,1.536,0.707,0.032,0.754,0.13,0.015,0.13,0.797,0.829,10.3,9.6,105,130.3,7.5,1,NA,1.19,7.76,0.026,4.939,60.6542614197899,98.0800219894765
2018-12-18,"Lake_Outlet",76,19,43,33,24,1.992,0.874,0.014,0.903,0.16,0.015,0.16,1.104,1.118,NA,NA,92,122.8,7.5,1,NA,1.53,7.98,0.078,11.32,57.960733363319,105.09747435156
2018-12-26,"Lake_Outlet",92,37,57,35,20,1.211,0.458,0.045,0.694,0.1,0.191,0.1,0.708,0.753,NA,NA,72,135.1,7.5,1,NA,0.74,7.39,0.012,2.975,29.1081393826743,41.477815593657
2019-01-02,"Lake_Outlet",82,36,80,2,44,1.18,0.432,0.023,0.47,0.1,0.015,0.1,0.725,0.748,NA,NA,92,157.5,7.5,1,NA,1.17,7.15,0.018,3.371,31.8219130670392,28.8704456121396
2019-01-08,"Lake_Outlet",88,30,61,27,31,1.27,0.49,0.048,0.553,0.11,0.015,0.11,0.732,0.78,9.2,8.9,82,110.6,7.5,1,NA,1.3,7.52,0.011,2.206,31.9138484861466,40.7626121451401
2019-01-15,"Lake_Outlet",72,31,52,20,21,1.28,0.532,0.07,0.617,0.12,0.015,0.12,0.678,0.748,NA,NA,70,102.8,45,1,NA,1.62,6.36,0.015,3.203,39.3129472165305,44.0130636881843
2019-01-22,"Lake_Outlet",60,22,37,23,15,1.27,NA,NA,NA,0.11,0.015,NA,NA,0.75,9.3,8.9,98,104.4,53,4,NA,1.5,6.57,0.013,2.94,46.8069777796816,NA
2019-01-29,"Lake_Outlet",50,22.1,35,15,12.9,1.18,0.524,0.131,0.67,0.12,0.015,0.12,0.336,0.467,NA,NA,103,NA,7.5,33,NA,1.21,6.99,0.006,1.772,52.1879374299442,67.0410270689137
2019-02-05,"Lake_Outlet",48,19,31,17,12,1.16,0.529,0.105,0.649,0.11,0.015,0.11,0.526,0.631,NA,NA,66,95.7,7.5,2,NA,1.49,7.25,0.007,1.477,53.4410376224711,75.5351725959719
2019-02-12,"Lake_Outlet",42,16,28,14,12,1.12,0.573,0.115,0.703,0.12,0.015,0.12,0.432,0.547,NA,NA,80,101.2,7.5,1,NA,1.42,7.52,0.004,1.191,58.9694208247958,97.1613347808549
